uf,cod_uf,cod_municipio,municipio,populacao_2012
PI,22,03008,Cristalândia do Piauí,7973
PI,22,03107,Cristino Castro,10089
PI,22,03206,Curimatá,10948
PI,22,03230,Currais,4776
PI,22,03271,Curral Novo do Piauí,4990
PI,22,03255,Curralinhos,4265
PI,22,03305,Demerval Lobão,13398
PI,22,03354,Dirceu Arcoverde,6767
PI,22,03404,Dom Expedito Lopes,6662
PI,22,03453,Dom Inocêncio,9296
PI,22,03420,Domingos Mourão,4261
PI,22,03503,Elesbão Veloso,14394
PI,22,03602,Eliseu Martins,4738
PI,22,03701,Esperantina,38322
PI,22,03750,Fartura do Piauí,5133
PI,22,03800,Flores do Piauí,4366
PI,22,03859,Floresta do Piauí,2492
PI,22,03909,Floriano,58158
PI,22,04006,Francinópolis,5233
PI,22,04105,Francisco Ayres,4363
PI,22,04154,Francisco Macedo,2961
PI,22,04204,Francisco Santos,8857
PI,22,04303,Fronteiras,11284
PI,22,04352,Geminiano,5237
PI,22,04402,Gilbués,10429
PI,22,04501,Guadalupe,10268
PI,22,04550,Guaribas,4432
PI,22,04600,Hugo Napoleão,3782
PI,22,04659,Ilha Grande,9069
PI,22,04709,Inhuma,14909
PI,22,04808,Ipiranga do Piauí,9463
PI,22,04907,Isaías Coelho,8307
PI,22,05003,Itainópolis,11219
PI,22,05102,Itaueira,10728
PI,22,05151,Jacobina do Piauí,5670
PI,22,05201,Jaicós,18364
PI,22,05250,Jardim do Mulato,4358
PI,22,05276,Jatobá do Piauí,4708
PI,22,05300,Jerumenha,4372
PI,22,05359,João Costa,2951
PI,22,05409,Joaquim Pires,13929
PI,22,05458,Joca Marques,5214
PI,22,05508,José de Freitas,37724
PI,22,05516,Juazeiro do Piauí,4793
PI,22,05524,Júlio Borges,5439
PI,22,05532,Jurema,4588
PI,22,05557,Lagoa Alegre,8184
PI,22,05573,Lagoa de São Francisco,6517
PI,22,05565,Lagoa do Barro do Piauí,4535
PI,22,05581,Lagoa do Piauí,3920
PI,22,05599,Lagoa do Sítio,4958
PI,22,05540,Lagoinha do Piauí,2721
PI,22,05607,Landri Sales,5229
PI,22,05706,Luís Correia,29034
PI,22,05805,Luzilândia,24824
PI,22,05854,Madeiro,7974
PI,22,05904,Manoel Emídio,5223
PI,22,05953,Marcolândia,8059
PI,22,06001,Marcos Parente,4453
PI,22,06050,Massapê do Piauí,6260
PI,22,06100,Matias Olímpio,10586
PI,22,06209,Miguel Alves,32658
PI,22,06308,Miguel Leão,1236
PI,22,06357,Milton Brandão,6750
PI,22,06407,Monsenhor Gil,10337
PI,22,06506,Monsenhor Hipólito,7486
PI,22,06605,Monte Alegre do Piauí,10363
PI,22,06654,Morro Cabeça no Tempo,4053
PI,22,06670,Morro do Chapéu do Piauí,6574
PI,22,06696,Murici dos Portelas,8714
PI,22,06704,Nazaré do Piauí,7248
PI,22,06720,Nazária,8227
PI,22,06753,Nossa Senhora de Nazaré,4661
PI,22,06803,Nossa Senhora dos Remédios,8356
PI,22,07959,Nova Santa Rita,4233
PI,22,06902,Novo Oriente do Piauí,6459
PI,22,06951,Novo Santo Antônio,3329
PI,22,07009,Oeiras,35931
PI,22,07108,Olho D'Água do Piauí,2678
PI,22,07207,Padre Marcos,6687
PI,22,07306,Paes Landim,4049
PI,22,07355,Pajeú do Piauí,3434
PI,22,07405,Palmeira do Piauí,4962
PI,22,07504,Palmeirais,13986
PI,22,07553,Paquetá,3891
PI,22,07603,Parnaguá,10417
PI,22,07702,Parnaíba,147732
PI,22,07751,Passagem Franca do Piauí,4424
PI,22,07777,Patos do Piauí,6178
PI,22,07793,Pau D'Arco do Piauí,3858
PI,22,07801,Paulistana,19947
PI,22,07850,Pavussu,3629
PI,22,07900,Pedro II,37692
PI,22,07934,Pedro Laurentino,2445
PI,22,08007,Picos,75481
PI,22,08106,Pimenteiras,11798
PI,22,08205,Pio IX,17848
PI,22,08304,Piracuruca,27971
PI,22,08403,Piripiri,62088
PI,22,08502,Porto,12097
PI,22,08551,Porto Alegre do Piauí,2606
PI,22,08601,Prata do Piauí,3088
PI,22,08650,Queimada Nova,8679
PI,22,08700,Redenção do Gurguéia,8494
PI,22,08809,Regeneração,17569
PI,22,08858,Riacho Frio,4229
PI,22,08874,Ribeira do Piauí,4321
PI,22,08908,Ribeiro Gonçalves,7015
PI,22,09005,Rio Grande do Piauí,6282
PI,22,09104,Santa Cruz do Piauí,6065
PI,22,09153,Santa Cruz dos Milagres,3864
PI,22,09203,Santa Filomena,6106
PI,22,09302,Santa Luz,5624
PI,22,09377,Santa Rosa do Piauí,5145
PI,22,09351,Santana do Piauí,4489
PI,22,09401,Santo Antônio de Lisboa,6136
PI,22,09450,Santo Antônio dos Milagres,2087
PI,22,09500,Santo Inácio do Piauí,3679
PI,22,09559,São Braz do Piauí,4332
PI,22,09609,São Félix do Piauí,2925
PI,22,09658,São Francisco de Assis do Piauí,5686
PI,22,09708,São Francisco do Piauí,6290
PI,22,09757,São Gonçalo do Gurguéia,2901
PI,22,09807,São Gonçalo do Piauí,4831
PI,22,09856,São João da Canabrava,4476
PI,22,09872,São João da Fronteira,5718
PI,22,09906,São João da Serra,6079
PI,22,09955,São João da Varjota,4693
PI,22,09971,São João do Arraial,7578
PI,22,10003,São João do Piauí,19852
PI,22,10052,São José do Divino,5189
PI,22,10102,São José do Peixe,3682
PI,22,10201,São José do Piauí,6574
PI,22,10300,São Julião,5719
PI,22,10359,São Lourenço do Piauí,4451
PI,22,10375,São Luis do Piauí,2573
PI,22,10383,São Miguel da Baixa Grande,2386
PI,22,10391,São Miguel do Fidalgo,2974
PI,22,10409,São Miguel do Tapuio,18033
PI,22,10508,São Pedro do Piauí,13810
PI,22,10607,São Raimundo Nonato,33148
PI,22,10623,Sebastião Barros,3475
PI,22,10631,Sebastião Leal,4159
PI,22,10656,Sigefredo Pacheco,9706
PI,22,10706,Simões,14267
PI,22,10805,Simplício Mendes,12251
PI,22,10904,Socorro do Piauí,4495
PI,22,10938,Sussuapara,6409
PI,22,10953,Tamboril do Piauí,2805
PI,22,10979,Tanque do Piauí,2663
PI,22,11001,Teresina,830231
PI,22,11100,União,43085
PI,22,11209,Uruçuí,20623
PI,22,11308,Valença do Piauí,20393
PI,22,11357,Várzea Branca,4875
PI,22,11407,Várzea Grande,4316
PI,22,11506,Vera Mendes,2998
PI,22,11605,Vila Nova do Piauí,2990
PI,22,11704,Wall Ferraz,4323
CE,23,00101,Abaiara,10815
CE,23,00150,Acarape,15673
CE,23,00200,Acaraú,58848
CE,23,00309,Acopiara,51768
CE,23,00408,Aiuaba,16468
CE,23,00507,Alcântaras,10956
CE,23,00606,Altaneira,7033
CE,23,00705,Alto Santo,16505
CE,23,00754,Amontada,40274
CE,23,00804,Antonina do Norte,7056
CE,23,00903,Apuiarés,14135
CE,23,01000,Aquiraz,74465
CE,23,01109,Aracati,70363
CE,23,01208,Aracoiaba,25592
CE,23,01257,Ararendá,10564
CE,23,01307,Araripe,20848
CE,23,01406,Aratuba,11404
CE,23,01505,Arneiroz,7667
CE,23,01604,Assaré,22633
CE,23,01703,Aurora,24470
CE,23,01802,Baixio,6072
CE,23,01851,Banabuiú,17488
CE,23,01901,Barbalha,56576
CE,23,01950,Barreira,19958
CE,23,02008,Barro,21742
CE,23,02057,Barroquinha,14560
CE,23,02107,Baturité,33863
CE,23,02206,Beberibe,50364
CE,23,02305,Bela Cruz,31259
CE,23,02404,Boa Viagem,52829
CE,23,02503,Brejo Santo,46207
CE,23,02602,Camocim,60870
CE,23,02701,Campos Sales,26648
CE,23,02800,Canindé,75209
CE,23,02909,Capistrano,17202
CE,23,03006,Caridade,20687
CE,23,03105,Cariré,18391
CE,23,03204,Caririaçu,26471
CE,23,03303,Cariús,18586
CE,23,03402,Carnaubal,16975
CE,23,03501,Cascavel,67503
CE,23,03600,Catarina,19228
CE,23,03659,Catunda,10053
CE,23,03709,Caucaia,336091
CE,23,03808,Cedro,24622
CE,23,03907,Chaval,12684
CE,23,03931,Choró,12982
CE,23,03956,Chorozinho,18947
CE,23,04004,Coreaú,22252
CE,23,04103,Crateús,73102
CE,23,04202,Crato,123963
CE,23,04236,Croatá,17272
CE,23,04251,Cruz,22887
CE,23,04269,Deputado Irapuan Pinheiro,9203
CE,23,04277,Ererê,6922
CE,23,04285,Eusébio,47993
CE,23,04301,Farias Brito,18859
CE,23,04350,Forquilha,22435
CE,23,04400,Fortaleza,2500194
CE,23,04459,Fortim,15233
CE,23,04509,Frecheirinha,13167
CE,23,04608,General Sampaio,6423
CE,23,04657,Graça,15085
CE,23,04707,Granja,52528
CE,23,04806,Granjeiro,4551
CE,23,04905,Groaíras,10445
CE,23,04954,Guaiúba,24727
CE,23,05001,Guaraciaba do Norte,38189
CE,23,05100,Guaramiranga,3956
CE,23,05209,Hidrolândia,19548
CE,23,05233,Horizonte,58418
CE,23,05266,Ibaretama,12977
CE,23,05308,Ibiapina,24058
CE,23,05332,Ibicuitinga,11622
CE,23,05357,Icapuí,18746
CE,23,05407,Icó,65900
CE,23,05506,Iguatu,98138
CE,23,05605,Independência,25620
CE,23,05654,Ipaporanga,11358
CE,23,05704,Ipaumirim,12080
CE,23,05803,Ipu,40579
CE,23,05902,Ipueiras,37758
CE,23,06009,Iracema,13808
CE,23,06108,Irauçuba,22742
CE,23,06207,Itaiçaba,7428
CE,23,06256,Itaitinga,36814
CE,23,06306,Itapagé,49130
CE,23,06405,Itapipoca,119320
CE,23,06504,Itapiúna,19009
CE,23,06553,Itarema,38547
CE,23,06603,Itatira,19401
CE,23,06702,Jaguaretama,17839
CE,23,06801,Jaguaribara,10652
CE,23,06900,Jaguaribe,34317
CE,23,07007,Jaguaruana,32614
CE,23,07106,Jardim,26730
CE,23,07205,Jati,7647
CE,23,07254,Jijoca de Jericoacoara,17744
CE,23,07304,Juazeiro do Norte,255648
CE,23,07403,Jucás,23985
CE,23,07502,Lavras da Mangabeira,31073
CE,23,07601,Limoeiro do Norte,56255
CE,23,07635,Madalena,18575
CE,23,07650,Maracanaú,213404
CE,23,07700,Maranguape,117306
CE,23,07809,Marco,25349
CE,23,07908,Martinópole,10458
CE,23,08005,Massapê,36040
CE,23,08104,Mauriti,44836
CE,23,08203,Meruoca,14049
CE,23,08302,Milagres,28204
CE,23,08351,Milhã,13062
CE,23,08377,Miraíma,13009
CE,23,08401,Missão Velha,34529
CE,23,08500,Mombaça,42891
CE,23,08609,Monsenhor Tabosa,16760
CE,23,08708,Morada Nova,61713
CE,23,08807,Moraújo,8225
CE,23,08906,Morrinhos,21119
CE,23,09003,Mucambo,14146
CE,23,09102,Mulungu,11876
CE,23,09201,Nova Olinda,14586
CE,23,09300,Nova Russas,31210
CE,23,09409,Novo Oriente,27655
CE,23,09458,Ocara,24373
CE,23,09508,Orós,21294
CE,23,09607,Pacajus,64521
CE,23,09706,Pacatuba,75411
CE,23,09805,Pacoti,11684
CE,23,09904,Pacujá,6037
CE,23,10001,Palhano,8972
CE,23,10100,Palmácia,12330
CE,23,10209,Paracuru,32255
CE,23,10258,Paraipaba,30733
CE,23,10308,Parambu,31160
CE,23,10407,Paramoti,11360
CE,23,10506,Pedra Branca,42064
CE,23,10605,Penaforte,8483
CE,23,10704,Pentecoste,35823
CE,23,10803,Pereiro,15838
CE,23,10852,Pindoretama,19247
CE,23,10902,Piquet Carneiro,15820
CE,23,10951,Pires Ferreira,10365
CE,23,11009,Poranga,12041
CE,23,11108,Porteiras,14971
CE,23,11207,Potengi,10448
CE,23,11231,Potiretama,6181
CE,23,11264,Quiterianópolis,20158
CE,23,11306,Quixadá,82258
CE,23,11355,Quixelô,14911
CE,23,11405,Quixeramobim,73812
CE,23,11504,Quixeré,20810
CE,23,11603,Redenção,26660
CE,23,11702,Reriutaba,19179
CE,23,11801,Russas,71723
CE,23,11900,Saboeiro,15681
CE,23,11959,Salitre,15684
CE,23,12205,Santa Quitéria,42822
CE,23,12007,Santana do Acaraú,30512
CE,23,12106,Santana do Cariri,17219
CE,23,12304,São Benedito,44825
CE,23,12403,São Gonçalo do Amarante,45141
CE,23,12502,São João do Jaguaribe,7788
CE,23,12601,São Luís do Curu,12459
CE,23,12700,Senador Pompeu,26382
CE,23,12809,Senador Sá,7041
CE,23,12908,Sobral,193134
CE,23,13005,Solonópole,17768
CE,23,13104,Tabuleiro do Norte,29522
CE,23,13203,Tamboril,25397
CE,23,13252,Tarrafas,8865
CE,23,13302,Tauá,56307
CE,23,13351,Tejuçuoca,17643
CE,23,13401,Tianguá,70527
CE,23,13500,Trairi,52464
CE,23,13559,Tururu,14848
CE,23,13609,Ubajara,32496
CE,23,13708,Umari,7562
CE,23,13757,Umirim,19023
CE,23,13807,Uruburetama,20289
CE,23,13906,Uruoca,13096
CE,23,13955,Varjota,17745
CE,23,14003,Várzea Alegre,38952
CE,23,14102,Viçosa do Ceará,56394
RN,24,00109,Acari,11012
RN,24,00208,Açu,54031
RN,24,00307,Afonso Bezerra,10841
RN,24,00406,Água Nova,3026
RN,24,00505,Alexandria,13467
RN,24,00604,Almino Afonso,4823
RN,24,00703,Alto do Rodrigues,12729
RN,24,00802,Angicos,11538
RN,24,00901,Antônio Martins,6930
RN,24,01008,Apodi,34852
RN,24,01107,Areia Branca,25736
RN,24,01206,Arês,13166
RN,24,01305,Augusto Severo,9330
RN,24,01404,Baía Formosa,8687
RN,24,01453,Baraúna,24977
RN,24,01503,Barcelona,3944
RN,24,01602,Bento Fernandes,5175
RN,24,01651,Bodó,2373
RN,24,01701,Bom Jesus,9566
RN,24,01800,Brejinho,11769
RN,24,01859,Caiçara do Norte,6043
RN,24,01909,Caiçara do Rio do Vento,3375
RN,24,02006,Caicó,63571
RN,24,02105,Campo Redondo,10427
RN,24,02204,Canguaretama,31506
RN,24,02303,Caraúbas,19692
RN,24,02402,Carnaúba dos Dantas,7559
RN,24,02501,Carnaubais,10000
RN,24,02600,Ceará-Mirim,69005
RN,24,02709,Cerro Corá,10928
RN,24,02808,Coronel Ezequiel,5405
RN,24,02907,Coronel João Pessoa,4783
RN,24,03004,Cruzeta,7942
RN,24,03103,Currais Novos,42934
RN,24,03202,Doutor Severiano,6954
RN,24,03301,Encanto,5297
RN,24,03400,Equador,5846
RN,24,03509,Espírito Santo,10439
RN,24,03608,Extremoz,25324
RN,24,03707,Felipe Guerra,5765
RN,24,03756,Fernando Pedroza,2885
RN,24,03806,Florânia,8957
RN,24,03905,Francisco Dantas,2852
RN,24,04002,Frutuoso Gomes,4181
RN,24,04101,Galinhos,2284
RN,24,04200,Goianinha,23209
RN,24,04309,Governador Dix-Sept Rosado,12465
RN,24,04408,Grossos,9566
RN,24,04507,Guamaré,13047
RN,24,04606,Ielmo Marinho,12462
RN,24,04705,Ipanguaçu,14148
RN,24,04804,Ipueira,2104
RN,24,04853,Itajá,7036
RN,24,04903,Itaú,5609
RN,24,05009,Jaçanã,8150
RN,24,05108,Jandaíra,6838
RN,24,05207,Janduís,5307
RN,24,05306,Januário Cicco,9211
RN,24,05405,Japi,5401
RN,24,05504,Jardim de Angicos,2598
RN,24,05603,Jardim de Piranhas,13735
RN,24,05702,Jardim do Seridó,12124
RN,24,05801,João Câmara,32677
RN,24,05900,João Dias,2602
RN,24,06007,José da Penha,5862
RN,24,06106,Jucurutu,17749
RN,24,06155,Jundiá,3635
RN,24,06205,Lagoa d'Anta,6318
RN,24,06304,Lagoa de Pedras,7079
RN,24,06403,Lagoa de Velhos,2671
RN,24,06502,Lagoa Nova,14274
RN,24,06601,Lagoa Salgada,7679
RN,24,06700,Lajes,10530
RN,24,06809,Lajes Pintadas,4625
RN,24,06908,Lucrécia,3696
RN,24,07005,Luís Gomes,9679
RN,24,07104,Macaíba,71670
RN,24,07203,Macau,29446
RN,24,07252,Major Sales,3625
RN,24,07302,Marcelino Vieira,8249
RN,24,07401,Martins,8293
RN,24,07500,Maxaranguape,10810
RN,24,07609,Messias Targino,4259
RN,24,07708,Montanhas,11333
RN,24,07807,Monte Alegre,20959
RN,24,07906,Monte das Gameleiras,2219
RN,24,08003,Mossoró,266758
RN,24,08102,Natal,817590
RN,24,08201,Nísia Floresta,24501
RN,24,08300,Nova Cruz,35741
RN,24,08409,Olho-d'Água do Borges,4270
RN,24,08508,Ouro Branco,4704
RN,24,08607,Paraná,4001
RN,24,08706,Paraú,3824
RN,24,08805,Parazinho,4924
RN,24,08904,Parelhas,20511
RN,24,03251,Parnamirim,214199
RN,24,09100,Passa e Fica,11519
RN,24,09209,Passagem,2925
RN,24,09308,Patu,12084
RN,24,09407,Pau dos Ferros,28197
RN,24,09506,Pedra Grande,3447
RN,24,09605,Pedra Preta,2552
RN,24,09704,Pedro Avelino,7045
RN,24,09803,Pedro Velho,14204
RN,24,09902,Pendências,13739
RN,24,10009,Pilões,3522
RN,24,10108,Poço Branco,14204
RN,24,10207,Portalegre,7407
RN,24,10256,Porto do Mangue,5392
RN,24,10306,Presidente Juscelino,9035
RN,24,10405,Pureza,8645
RN,24,10504,Rafael Fernandes,4760
RN,24,10603,Rafael Godeiro,3080
RN,24,10702,Riacho da Cruz,3241
RN,24,10801,Riacho de Santana,4150
RN,24,10900,Riachuelo,7265
RN,24,08953,Rio do Fogo,10187
RN,24,11007,Rodolfo Fernandes,4411
RN,24,11106,Ruy Barbosa,3582
RN,24,11205,Santa Cruz,36477
RN,24,09332,Santa Maria,4911
RN,24,11403,Santana do Matos,13481
RN,24,11429,Santana do Seridó,2549
RN,24,11502,Santo Antônio,22535
RN,24,11601,São Bento do Norte,2915
RN,24,11700,São Bento do Trairí,4005
RN,24,11809,São Fernando,3427
RN,24,11908,São Francisco do Oeste,3934
RN,24,12005,São Gonçalo do Amarante,90376
RN,24,12104,São João do Sabugi,5956
RN,24,12203,São José de Mipibu,40511
RN,24,12302,São José do Campestre,12413
RN,24,12401,São José do Seridó,4300
RN,24,12500,São Miguel,21994
RN,24,12559,São Miguel do Gostoso,8835
RN,24,12609,São Paulo do Potengi,16149
RN,24,12708,São Pedro,6154
RN,24,12807,São Rafael,8098
RN,24,12906,São Tomé,10832
RN,24,13003,São Vicente,6088
RN,24,13102,Senador Elói de Souza,5729
RN,24,13201,Senador Georgino Avelino,4018
RN,24,13300,Serra de São Bento,5724
RN,24,13359,Serra do Mel,10597
RN,24,13409,Serra Negra do Norte,7805
RN,24,13508,Serrinha,6480
RN,24,13557,Serrinha dos Pintos,4577
RN,24,13607,Severiano Melo,5848
RN,24,13706,Sítio Novo,5107
RN,24,13805,Taboleiro Grande,2361
RN,24,13904,Taipu,11883
RN,24,14001,Tangará,14486
RN,24,14100,Tenente Ananias,10036
RN,24,14159,Tenente Laurentino Cruz,5557
RN,24,11056,Tibau,3761
RN,24,14209,Tibau do Sul,11935
RN,24,14308,Timbaúba dos Batistas,2312
RN,24,14407,Touros,31574
RN,24,14456,Triunfo Potiguar,3327
RN,24,14506,Umarizal,10594
RN,24,14605,Upanema,13295
RN,24,14704,Várzea,5271
RN,24,14753,Venha-Ver,3882
RN,24,14803,Vera Cruz,11051
RN,24,14902,Viçosa,1633
RN,24,15008,Vila Flor,2924
PB,25,00106,Água Branca,9611
PB,25,00205,Aguiar,5514
PB,25,00304,Alagoa Grande,28375
PB,25,00403,Alagoa Nova,19849
PB,25,00502,Alagoinha,13740
PB,25,00536,Alcantil,5282
PB,25,00577,Algodão de Jandaíra,2390
PB,25,00601,Alhandra,18324
PB,25,00734,Amparo,2119
PB,25,00775,Aparecida,7832
PB,25,00809,Araçagi,17093
PB,25,00908,Arara,12820
PB,25,01005,Araruna,19076
PB,25,01104,Areia,23391
PB,25,01153,Areia de Baraúnas,1901
PB,25,01203,Areial,6536
PB,25,01302,Aroeiras,19016
PB,25,01351,Assunção,3607
PB,25,01401,Baía da Traição,8243
PB,25,01500,Bananeiras,21753
PB,25,01534,Baraúna,4379
PB,25,01609,Barra de Santa Rosa,14413
PB,25,01575,Barra de Santana,8191
PB,25,01708,Barra de São Miguel,5679
PB,25,01807,Bayeux,100543
PB,25,01906,Belém,17167
PB,25,02003,Belém do Brejo do Cruz,7163
PB,25,02052,Bernardino Batista,3153
PB,25,02102,Boa Ventura,5625
PB,25,02151,Boa Vista,6415
PB,25,02201,Bom Jesus,2432
PB,25,02300,Bom Sucesso,4998
PB,25,02409,Bonito de Santa Fé,11042
PB,25,02508,Boqueirão,17043
PB,25,02706,Borborema,5169
PB,25,02805,Brejo do Cruz,13313
PB,25,02904,Brejo dos Santos,6236
PB,25,03001,Caaporã,20653
PB,25,03100,Cabaceiras,5148
PB,25,03209,Cabedelo,60226
PB,25,03308,Cachoeira dos Índios,9685
PB,25,03407,Cacimba de Areia,3590
PB,25,03506,Cacimba de Dentro,16885
PB,25,03555,Cacimbas,6877
PB,25,03605,Caiçara,7205
PB,25,03704,Cajazeiras,59130
PB,25,03753,Cajazeirinhas,3061
PB,25,03803,Caldas Brandão,5710
PB,25,03902,Camalaú,5793
PB,25,04009,Campina Grande,389995
PB,25,04033,Capim,5816
PB,25,04074,Caraúbas,3951
PB,25,04108,Carrapateira,2441
PB,25,04157,Casserengue,7132
PB,25,04207,Catingueira,4822
PB,25,04306,Catolé do Rocha,29079
PB,25,04355,Caturité,4598
PB,25,04405,Conceição,18429
PB,25,04504,Condado,6598
PB,25,04603,Conde,22154
PB,25,04702,Congo,4692
PB,25,04801,Coremas,15152
PB,25,04850,Coxixola,1802
PB,25,04900,Cruz do Espírito Santo,16317
PB,25,05006,Cubati,6939
PB,25,05105,Cuité,19983
PB,25,05238,Cuité de Mamanguape,6214
PB,25,05204,Cuitegi,6834
PB,25,05279,Curral de Cima,5192
PB,25,05303,Curral Velho,2497
PB,25,05352,Damião,4990
PB,25,05402,Desterro,8035
PB,25,05600,Diamante,6571
PB,25,05709,Dona Inês,10438
PB,25,05808,Duas Estradas,3611
PB,25,05907,Emas,3356
PB,25,06004,Esperança,31538
PB,25,06103,Fagundes,11332
PB,25,06202,Frei Martinho,2935
PB,25,06251,Gado Bravo,8355
PB,25,06301,Guarabira,55977
PB,25,06400,Gurinhém,13877
PB,25,06509,Gurjão,3215
PB,25,06608,Ibiara,5978
PB,25,02607,Igaracy,6134
PB,25,06707,Imaculada,11423
PB,25,06806,Ingá,17555
PB,25,06905,Itabaiana,24372
PB,25,07002,Itaporanga,23505
PB,25,07101,Itapororoca,17354
PB,25,07200,Itatuba,10326
PB,25,07309,Jacaraú,13991
PB,25,07408,Jericó,7557
PB,25,07507,João Pessoa,742478
PB,25,13653,Joca Claudino,2623
PB,25,07606,Juarez Távora,7550
PB,25,07705,Juazeirinho,17064
PB,25,07804,Junco do Seridó,6745
PB,25,07903,Juripiranga,10327
PB,25,08000,Juru,9793
PB,25,08109,Lagoa,4657
PB,25,08208,Lagoa de Dentro,7413
PB,25,08307,Lagoa Seca,26164
PB,25,08406,Lastro,2800
PB,25,08505,Livramento,7189
PB,25,08554,Logradouro,4026
PB,25,08604,Lucena,12029
PB,25,08703,Mãe d'Água,3999
PB,25,08802,Malta,5602
PB,25,08901,Mamanguape,42537
PB,25,09008,Manaíra,10803
PB,25,09057,Marcação,7822
PB,25,09107,Mari,21254
PB,25,09156,Marizópolis,6257
PB,25,09206,Massaranduba,13084
PB,25,09305,Mataraca,7641
PB,25,09339,Matinhas,4357
PB,25,09370,Mato Grosso,2744
PB,25,09396,Maturéia,6076
PB,25,09404,Mogeiro,13178
PB,25,09503,Montadas,5145
PB,25,09602,Monte Horebe,4568
PB,25,09701,Monteiro,31330
PB,25,09800,Mulungu,9542
PB,25,09909,Natuba,10278
PB,25,10006,Nazarezinho,7252
PB,25,10105,Nova Floresta,10514
PB,25,10204,Nova Olinda,6012
PB,25,10303,Nova Palmeira,4480
PB,25,10402,Olho d'Água,6796
PB,25,10501,Olivedos,3693
PB,25,10600,Ouro Velho,2944
PB,25,10659,Parari,1816
PB,25,10709,Passagem,2272
PB,25,10808,Patos,102020
PB,25,10907,Paulista,11867
PB,25,11004,Pedra Branca,3726
PB,25,11103,Pedra Lavrada,7605
PB,25,11202,Pedras de Fogo,27479
PB,25,12721,Pedro Régis,5824
PB,25,11301,Piancó,15555
PB,25,11400,Picuí,18272
PB,25,11509,Pilar,11330
PB,25,11608,Pilões,6854
PB,25,11707,Pilõezinhos,5114
PB,25,11806,Pirpirituba,10346
PB,25,11905,Pitimbu,17492
PB,25,12002,Pocinhos,17357
PB,25,12036,Poço Dantas,3740
PB,25,12077,Poço de José de Moura,4046
PB,25,12101,Pombal,32134
PB,25,12200,Prata,3919
PB,25,12309,Princesa Isabel,21744
PB,25,12408,Puxinanã,13066
PB,25,12507,Queimadas,41538
PB,25,12606,Quixabá,1759
PB,25,12705,Remígio,18075
PB,25,12747,Riachão,3338
PB,25,12754,Riachão do Bacamarte,4312
PB,25,12762,Riachão do Poço,4235
PB,25,12788,Riacho de Santo Antônio,1781
PB,25,12804,Riacho dos Cavalos,8352
PB,25,12903,Rio Tinto,23431
PB,25,13000,Salgadinho,3612
PB,25,13109,Salgado de São Félix,11966
PB,25,13158,Santa Cecília,6533
PB,25,13208,Santa Cruz,6471
PB,25,13307,Santa Helena,5886
PB,25,13356,Santa Inês,3538
PB,25,13406,Santa Luzia,14826
PB,25,13703,Santa Rita,121994
PB,25,13802,Santa Teresinha,4559
PB,25,13505,Santana de Mangueira,5265
PB,25,13604,Santana dos Garrotes,7173
PB,25,13851,Santo André,2545
PB,25,13927,São Bentinho,4221
PB,25,13901,São Bento,31582
PB,25,13968,São Domingos de Pombal,2909
PB,25,13943,São Domingos do Cariri,2455
PB,25,13984,São Francisco,3349
PB,25,14008,São João do Cariri,4309
PB,25,00700,São João do Rio do Peixe,17646
PB,25,14107,São João do Tigre,4384
PB,25,14206,São José da Lagoa Tapada,7560
PB,25,14305,São José de Caiana,6052
PB,25,14404,São José de Espinharas,4708
PB,25,14503,São José de Piranhas,19281
PB,25,14552,São José de Princesa,4106
PB,25,14602,São José do Bonfim,3303
PB,25,14651,São José do Brejo do Cruz,1707
PB,25,14701,São José do Sabugi,4027
PB,25,14800,São José dos Cordeiros,3709
PB,25,14453,São José dos Ramos,5600
PB,25,14909,São Mamede,7708
PB,25,15005,São Miguel de Taipu,6789
PB,25,15104,São Sebastião de Lagoa de Roça,11195
PB,25,15203,São Sebastião do Umbuzeiro,3287
PB,25,15302,Sapé,50565
PB,25,15401,Seridó,10400
PB,25,15500,Serra Branca,13101
PB,25,15609,Serra da Raiz,3169
PB,25,15708,Serra Grande,2994
PB,25,15807,Serra Redonda,7012
PB,25,15906,Serraria,6175
PB,25,15930,Sertãozinho,4539
PB,25,15971,Sobrado,7447
PB,25,16003,Solânea,26323
PB,25,16102,Soledade,13993
PB,25,16151,Sossêgo,3256
PB,25,16201,Sousa,66457
PB,25,16300,Sumé,16215
PB,25,16409,Tacima,10394
PB,25,16508,Taperoá,14833
PB,25,16607,Tavares,14182
PB,25,16706,Teixeira,14352
PB,25,16755,Tenório,2865
PB,25,16805,Triunfo,9246
PB,25,16904,Uiraúna,14721
PB,25,17001,Umbuzeiro,9698
PB,25,17100,Várzea,2573
PB,25,17209,Vieirópolis,5102
PB,25,05501,Vista Serrana,3572
PB,25,17407,Zabelê,2109
PE,26,00054,Abreu e Lima,95243
PE,26,00104,Afogados da Ingazeira,35416
PE,26,00203,Afrânio,17975
PE,26,00302,Agrestina,23079
PE,26,00401,Água Preta,33785
PE,26,00500,Águas Belas,40778
PE,26,00609,Alagoinha,13741
PE,26,00708,Aliança,37450
PE,26,00807,Altinho,22371
PE,26,00906,Amaraji,22035
PE,26,01003,Angelim,10372
PE,26,01052,Araçoiaba,18617
PE,26,01102,Araripina,78270
PE,26,01201,Arcoverde,69880
PE,26,01300,Barra de Guabiraba,13054
PE,26,01409,Barreiros,40973
PE,26,01508,Belém de Maria,11463
