cod_mun,internet_2012,radio_am_2012,radio_fm_2012,radio_comun_2012,geradora_tv_2012
231380,1,0,0,1,0
231390,1,0,0,1,0
231395,1,1,1,1,0
231400,1,1,1,1,0
231410,1,0,1,1,0
240010,1,0,0,1,0
240020,0,1,1,0,1
240030,0,0,0,1,0
240040,0,0,0,0,0
240050,0,1,0,1,0
240060,0,0,0,1,0
240070,1,0,0,1,0
240080,0,0,0,1,0
240090,0,0,0,0,0
240100,1,1,1,1,0
240110,1,0,1,0,0
240120,0,0,0,1,0
240130,1,0,0,1,0
240140,1,0,0,1,0
240145,0,0,0,0,0
240150,0,0,0,0,0
240160,1,0,0,0,1
240165,0,0,0,0,0
240170,0,0,0,1,0
240180,1,0,0,1,0
240185,1,0,0,0,0
240190,0,0,0,1,0
240200,1,1,1,1,0
240210,1,0,1,1,0
240220,1,0,0,1,0
240230,1,1,1,1,0
240240,0,0,0,0,0
240250,1,0,0,1,1
240260,1,0,1,1,0
240270,1,0,1,0,0
240280,0,0,1,1,0
240290,0,0,0,1,0
240300,1,0,0,1,0
240310,1,1,1,1,1
240320,0,0,0,1,0
240325,1,0,1,1,0
240330,0,0,0,0,0
240340,1,0,0,0,1
240350,1,0,0,0,0
240360,0,0,0,1,0
240370,1,0,0,1,0
240375,0,0,0,1,0
240380,0,0,0,1,0
240390,0,0,0,0,0
240400,0,0,0,1,0
240410,1,0,0,1,0
240420,1,0,0,0,0
240430,1,0,0,1,0
240440,1,0,0,0,0
240450,0,0,0,1,0
240460,0,0,1,0,0
240470,1,0,0,1,0
240480,0,0,0,0,1
240485,1,0,0,1,0
240490,0,0,1,0,0
240500,1,0,0,1,0
240510,0,0,0,1,0
240520,1,0,0,1,0
240530,0,0,0,1,0
240540,0,0,0,0,1
240550,0,0,0,1,0
240560,1,0,0,1,1
240570,0,1,0,0,0
240580,1,1,1,1,0
240590,0,0,0,0,0
240600,0,0,0,0,0
240610,1,0,0,1,0
240615,1,0,0,0,0
240620,0,0,1,1,0
240630,0,0,0,1,0
240640,0,0,0,0,0
240650,0,0,0,1,0
240660,1,0,0,0,0
240670,1,0,0,1,0
240680,1,0,0,1,0
240690,0,0,0,1,0
240700,0,0,0,1,0
240710,0,0,1,1,0
240720,1,1,1,1,0
240725,0,0,0,1,0
240730,0,0,0,1,0
240740,1,0,0,1,0
240750,1,0,0,1,0
240760,1,0,1,1,0
240770,1,0,0,0,0
240780,1,0,1,1,0
240790,0,0,0,1,0
240800,1,1,1,1,1
240810,1,1,1,1,1
240820,0,0,0,1,0
240830,1,1,1,0,0
240840,1,0,0,0,0
240850,1,0,0,1,0
240860,0,0,0,0,0
240870,0,0,0,0,0
240880,0,0,0,0,1
240890,1,1,0,0,0
240895,1,0,0,0,0
240910,0,0,0,1,1
240920,0,0,0,0,0
240930,1,0,0,1,0
240933,1,0,0,0,0
240940,1,1,0,1,0
240950,0,0,0,0,1
240960,0,0,0,0,0
240970,1,0,0,1,0
240980,0,0,0,0,0
240990,1,0,0,1,0
241000,0,0,0,0,0
241010,1,0,0,0,0
241020,0,0,0,1,0
241025,0,0,0,0,0
241030,0,0,0,1,0
241040,1,0,1,1,1
241050,0,0,0,0,0
241060,0,0,0,0,0
241070,0,0,0,0,0
241080,0,0,0,1,0
241090,0,0,0,0,0
241100,0,0,1,0,0
241105,1,0,0,1,0
241110,0,0,0,0,0
241120,1,1,0,1,0
241140,0,0,0,1,0
241142,1,0,0,0,0
241150,1,1,1,1,0
241160,0,0,0,0,0
241170,0,0,0,1,0
241180,1,0,0,0,0
241190,0,0,0,1,0
241200,1,0,1,1,0
241210,1,0,0,0,0
241220,1,0,0,1,0
241230,0,0,1,1,0
241240,1,0,0,1,0
241250,1,1,0,1,0
241255,1,0,0,0,0
241260,1,1,0,0,0
241270,1,0,0,1,0
241280,0,0,0,0,0
241290,0,0,1,1,0
241300,1,0,0,1,0
241310,1,0,0,1,0
241320,0,0,0,0,0
241330,0,0,0,0,0
241335,1,0,0,0,0
241340,0,0,1,0,0
241350,1,0,0,0,0
241355,0,0,0,1,0
241360,1,0,1,1,0
241370,1,0,0,0,0
241380,0,0,0,0,0
241390,1,0,0,1,0
241400,0,0,1,1,0
241410,0,0,0,0,0
241415,1,0,0,1,0
241420,1,0,0,0,0
241430,0,0,0,0,0
241440,1,1,0,0,1
241445,1,0,0,0,0
241450,1,0,1,0,0
241460,0,0,0,1,0
241470,0,0,0,0,0
241475,0,0,0,1,0
241480,1,0,0,0,0
241490,0,0,0,1,0
241500,0,0,0,0,0
250010,1,0,0,1,0
250020,0,0,0,0,0
250030,1,0,0,1,0
250040,1,0,0,1,0
250050,0,0,0,1,0
250053,0,0,0,1,0
250057,0,0,0,0,0
250060,1,0,0,1,0
250070,1,0,1,1,0
250073,0,0,0,0,0
250077,0,0,0,1,0
250080,0,0,1,1,0
250090,1,0,0,1,0
250100,1,1,0,0,0
250110,1,1,0,1,0
250115,0,0,0,0,0
250120,1,0,0,1,0
250130,0,0,0,1,0
250135,0,0,0,1,0
250140,0,0,0,0,0
250150,1,1,0,0,0
250153,0,0,0,1,0
250157,0,0,0,0,0
250160,1,0,0,0,0
250170,0,0,0,1,0
250180,1,1,0,1,0
250190,1,0,1,1,0
250200,0,0,0,1,0
250205,0,0,0,1,0
250210,0,0,0,1,0
250215,1,0,0,1,0
250220,1,0,0,0,0
250230,0,0,1,0,0
250240,0,0,0,1,0
250250,1,0,0,1,0
250260,0,0,0,0,0
250270,1,0,0,0,0
250280,0,0,1,1,0
250290,0,0,0,0,0
250300,1,0,1,1,0
250310,0,0,0,1,0
250320,1,0,0,1,0
250330,1,0,0,1,0
250340,0,0,1,1,0
250350,1,0,0,1,0
250355,0,0,1,1,0
250360,0,0,0,0,0
250370,1,1,1,1,0
250375,0,0,0,1,0
250380,0,0,0,0,0
250390,0,0,0,0,0
250400,1,1,1,1,1
250403,0,0,0,0,0
250407,1,0,0,0,0
250410,0,0,1,1,0
250415,1,0,0,1,0
250420,1,0,0,0,0
250430,0,1,1,0,0
250435,0,0,0,0,0
250440,1,1,1,1,0
250450,0,0,1,1,0
250460,0,0,1,1,0
250470,0,0,0,1,0
250480,0,1,0,1,0
250485,1,0,0,0,0
250490,1,0,0,0,0
250500,1,0,0,1,0
250510,1,0,1,1,1
250520,0,0,0,1,0
250523,0,0,0,0,0
250527,0,0,0,0,0
250530,0,0,0,0,0
250535,1,0,0,0,0
250540,1,0,0,1,0
250550,0,0,0,0,0
250560,0,0,0,1,0
250570,1,0,0,0,0
250580,0,0,0,1,0
250590,0,0,0,1,0
250600,1,1,1,0,0
250610,0,0,0,1,0
250620,0,0,0,0,0
250625,0,0,0,0,0
250630,1,1,1,1,0
250640,1,0,0,0,0
250650,1,0,0,1,0
250660,0,0,0,1,0
250670,1,0,0,1,0
250680,1,0,0,1,1
250690,1,0,1,0,0
250700,1,1,1,1,0
250710,1,0,0,1,0
250720,0,0,0,0,0
250730,0,0,0,1,0
250740,0,1,0,0,0
250750,1,1,1,1,1
250760,0,0,0,1,0
250770,1,0,0,1,0
250780,1,0,0,1,0
250790,1,0,0,1,0
250800,1,0,0,1,0
250810,1,0,0,0,0
250820,1,0,0,1,0
250830,1,0,0,0,0
250840,0,0,0,0,0
250850,1,0,0,1,0
250855,0,0,0,0,0
250860,0,0,0,1,0
250870,1,0,0,0,1
250880,0,0,0,0,0
250890,1,1,1,1,0
250900,1,0,0,1,0
250905,0,0,0,1,0
250910,0,0,0,1,0
250915,0,0,0,1,0
250920,0,0,0,1,0
250930,0,0,0,0,0
250933,0,0,0,0,0
250937,0,0,0,0,0
250939,1,0,0,0,0
250940,0,0,0,1,0
250950,0,0,0,0,0
250960,1,0,1,1,0
250970,1,1,1,1,0
250980,1,0,0,0,0
250990,1,0,0,0,0
251000,1,0,0,1,0
251010,0,0,0,0,0
251020,0,0,0,1,0
251030,1,0,0,0,0
251040,1,0,0,0,0
251050,0,0,0,0,0
251060,1,0,1,1,0
251065,1,0,0,0,0
251070,0,0,0,0,0
251080,1,1,1,1,0
251090,0,0,0,1,0
251100,0,0,0,1,0
251110,0,0,0,1,0
251120,1,1,1,1,0
251130,1,0,1,1,0
251140,1,1,0,1,1
251150,1,0,0,0,0
251160,0,0,0,0,0
251170,1,0,1,1,0
251180,1,0,0,1,0
251190,0,0,0,0,0
251200,0,0,0,1,0
251203,0,0,0,1,0
251207,1,0,0,1,0
251210,1,1,1,1,0
251220,0,0,0,1,0
251230,1,1,0,0,0
251240,0,0,0,0,0
251250,1,0,0,1,0
251260,0,0,0,0,0
251270,1,0,0,1,0
251272,0,0,0,1,0
251274,0,0,0,0,0
251275,0,0,0,0,0
251276,0,0,0,0,0
251278,1,0,0,0,0
251280,0,0,1,0,0
251290,1,0,1,1,0
251300,1,0,0,1,0
251310,0,0,0,1,0
251315,0,0,0,0,0
251320,1,0,0,1,0
251330,1,0,0,1,0
251335,0,0,0,1,0
251340,0,0,1,1,0
251350,0,0,0,1,0
251360,0,0,0,1,0
251365,0,0,0,0,0
251370,1,0,1,1,0
251380,1,0,0,0,0
251385,0,0,0,1,0
251390,0,0,1,1,0
251392,0,0,0,0,0
251394,0,0,0,1,0
251396,0,0,0,0,0
251398,0,0,0,1,0
251400,0,0,0,0,0
251410,0,0,0,1,0
251420,0,0,0,1,0
251430,0,0,0,1,0
251440,0,0,0,0,0
251445,1,0,0,0,0
251450,1,0,0,1,0
251455,0,0,0,0,0
251460,1,0,0,1,0
251465,0,0,0,1,0
251470,0,0,0,0,0
251480,1,0,1,0,0
251490,0,0,0,1,0
251500,0,0,0,0,0
251510,1,0,1,0,0
251520,0,0,0,0,0
251530,0,0,1,1,0
251540,1,0,0,1,0
251550,1,0,1,1,0
251560,0,0,0,1,0
251570,0,0,0,0,0
251580,0,0,0,1,0
251590,1,0,0,1,0
251593,1,0,1,1,0
251597,0,0,0,0,0
251600,1,1,1,1,0
251610,1,1,0,1,0
251615,1,0,0,1,0
251620,1,1,1,1,0
251630,1,1,0,1,0
251640,0,0,0,1,0
251650,1,0,0,1,0
251660,1,0,0,1,0
251670,1,0,1,1,1
251675,0,0,0,1,0
251680,1,0,0,1,0
251690,1,0,0,1,0
251700,0,0,0,1,0
251710,0,0,0,0,0
251720,0,0,0,0,0
251740,1,0,0,0,0
260005,1,1,0,1,0
260010,1,1,1,0,1
260020,1,0,1,0,0
260030,1,0,0,1,0
260040,1,1,1,0,0
260050,0,0,0,0,0
260060,1,0,0,1,0
260070,0,0,1,1,0
260080,1,0,0,1,0
260090,1,0,0,1,0
260100,0,0,0,0,0
260105,0,0,0,0,0
260110,1,1,1,1,1
260120,1,1,1,1,1
260130,1,0,0,1,0
260140,1,0,1,1,0
260150,1,0,0,1,0
260160,0,0,0,1,0
260170,1,1,1,1,0
260180,1,0,0,0,0
260190,1,0,1,1,0
260200,1,0,1,1,0
260210,1,1,1,1,0
260220,1,0,0,1,0
260230,1,0,0,1,0
260240,1,0,0,1,0
260250,0,0,0,0,0
260260,1,0,1,1,0
260270,1,0,0,0,0
260280,1,0,0,1,0
260290,1,1,1,1,0
260300,1,0,1,1,0
260310,0,1,1,1,0
260320,1,0,1,1,0
260330,0,0,0,1,0
260340,1,0,0,0,0
260345,0,0,1,1,0
260350,1,0,0,1,0
260360,0,0,0,0,0
260370,1,0,0,1,0
260380,1,0,0,1,0
260390,1,0,1,1,0
260392,0,0,0,1,0
260400,1,1,1,0,0
260410,1,1,1,1,1
260415,0,0,0,0,0
260420,1,0,1,0,0
260430,0,0,0,1,0
260440,1,0,0,1,0
260450,0,0,0,0,0
260460,0,0,0,0,0
260470,1,0,1,1,0
260480,0,0,0,1,0
260490,1,0,0,1,0
260500,1,0,1,1,1
260510,1,0,1,1,0
260515,1,0,0,1,0
260520,1,0,0,1,1
260530,1,0,0,1,0
260540,1,0,0,1,0
260545,1,0,1,0,1
260550,1,0,0,1,0
260560,1,0,0,1,0
260570,1,0,1,1,0
260580,1,0,0,1,0
260590,1,0,0,1,0
260600,0,1,1,1,1
260610,1,0,0,1,0
260620,1,1,1,1,0
260630,0,0,1,0,0
260640,1,1,1,1,0
260650,1,0,1,1,1
260660,1,0,0,1,0
260670,0,0,0,1,0
260680,1,0,0,1,0
260690,1,0,0,0,0
260700,1,0,0,1,0
260710,0,0,0,0,0
260720,0,1,1,0,0
260730,0,0,1,0,0
260740,1,0,0,1,0
260750,1,0,0,1,0
260760,0,0,0,1,0
260765,1,0,1,1,0
260770,1,0,0,1,0
260775,1,0,1,1,0
260780,0,0,0,0,0
260790,0,1,1,1,0
260795,1,0,1,0,1
260800,1,0,0,1,0
260805,1,0,0,1,0
260810,1,0,0,1,0
260820,1,0,0,0,0
260825,1,0,1,0,0
260830,0,0,0,0,0
260840,1,0,1,1,1
260845,0,0,0,1,0
260850,1,0,0,1,0
260860,1,0,1,1,0
260870,1,0,0,1,0
260875,1,0,1,0,0
260880,1,0,1,1,1
260890,1,1,1,1,0
260900,1,0,1,1,0
260910,1,0,0,1,0
260915,1,0,1,1,0
260920,1,0,0,0,0
260930,1,0,0,1,0
260940,1,0,0,1,0
260950,1,0,1,1,0
260960,1,1,1,1,1
260970,1,0,0,1,0
260980,1,0,0,1,0
260990,1,1,1,1,0
261000,1,1,1,1,0
261010,1,0,0,0,0
261020,1,0,0,0,0
261030,1,0,0,0,0
261040,0,0,0,1,0
261050,1,0,0,1,0
261060,1,0,0,1,0
261070,0,1,1,1,0
261080,0,0,0,1,0
261090,1,1,1,1,1
261100,1,0,0,1,0
261110,1,1,1,1,1
261120,1,0,1,1,0
261130,1,0,0,0,0
261140,1,0,0,1,0
261150,1,0,0,1,0
261153,1,0,0,1,1
261160,1,1,1,1,1
261170,0,0,0,1,0
261180,1,0,0,1,0
261190,1,0,0,1,0
261200,1,0,0,1,0
261210,0,0,0,0,0
261220,1,1,1,1,0
261230,1,0,0,0,0
261240,1,0,1,1,0
261245,1,0,0,0,0
261247,1,1,1,1,0
261250,1,0,0,1,0
261255,1,0,0,0,0
261260,1,0,1,0,0
261270,0,0,0,1,0
261280,1,0,0,0,0
261290,1,0,0,1,0
261300,1,0,0,1,0
261310,1,0,1,1,0
261320,0,0,1,0,0
261330,0,0,0,0,0
261340,1,0,0,1,0
261350,1,0,1,0,0
261360,1,1,1,1,0
261370,0,1,1,1,0
261380,1,1,1,1,0
261390,1,1,1,1,0
261400,0,0,0,1,0
261410,1,0,1,1,0
261420,1,0,0,1,0
261430,0,0,0,1,0
261440,0,0,1,1,0
261450,1,1,1,1,1
261460,1,1,1,1,1
261470,0,0,0,0,0
261480,0,0,0,1,0
261485,1,0,0,1,0
261500,1,0,1,1,0
261510,0,0,0,1,0
261520,1,0,0,1,0
261530,1,1,1,1,0
261540,1,0,0,1,0
261550,1,1,1,0,0
261560,1,0,0,1,0
261570,0,0,1,1,0
261580,1,0,0,1,0
261590,1,0,1,1,0
261600,0,0,0,1,0
261610,0,0,0,1,0
261618,0,0,0,0,0
261620,1,1,1,1,0
261630,0,0,1,0,0
261640,1,1,1,1,1
261650,1,0,0,0,1
270010,1,0,1,1,0
270020,1,0,1,1,0
270030,1,1,1,1,0
270040,1,1,0,1,0
270050,1,0,1,1,0
270060,1,0,0,0,0
270070,1,0,0,0,0
270080,0,0,0,0,0
270090,0,0,0,0,0
270100,1,1,1,1,1
270110,0,0,0,0,0
270120,1,0,0,1,0
270130,0,0,0,1,0
270135,0,0,0,1,0
270140,1,0,1,1,0
270150,0,0,1,1,0
270160,1,0,0,1,0
270170,0,0,0,1,0
270180,0,0,0,1,0
270190,1,0,0,1,0
270200,0,0,0,0,0
270210,1,0,0,0,0
270220,0,0,0,1,0
270230,1,0,1,1,0
270235,0,0,0,1,0
270240,1,1,1,1,0
270250,0,0,0,1,0
270255,1,0,0,0,0
270260,0,0,0,1,0
270270,0,0,0,0,0
270280,1,0,0,1,0
270290,1,0,0,1,0
270300,1,0,1,1,0
270310,1,0,1,1,0
270320,1,0,0,1,0
270330,0,0,0,1,0
270340,0,0,0,1,0
270350,0,0,0,1,0
270360,1,0,0,0,0
270370,0,0,0,0,0
270375,1,0,0,0,0
270380,1,0,1,1,0
270390,0,0,0,0,0
270400,1,0,0,1,1
270410,0,0,0,1,0
270420,1,0,0,0,0
270430,1,1,1,1,1
270440,1,0,1,1,0
270450,1,1,1,1,0
270460,0,0,0,1,0
270470,1,1,0,1,0
270480,1,0,1,0,0
270490,0,0,1,1,1
270500,1,1,0,1,0
270510,0,0,1,1,0
270520,0,0,0,1,0
270530,1,0,0,0,0
270540,0,0,0,0,0
270550,1,0,0,1,0
270560,1,0,0,0,0
270570,0,0,0,1,0
270580,1,0,0,1,0
270590,0,0,0,0,0
270600,0,0,1,0,0
270610,0,0,0,1,0
270620,0,0,0,1,0
270630,1,1,1,1,0
270640,1,1,1,0,0
270642,1,0,0,0,0
270644,1,0,0,0,0
270650,1,0,1,1,0
270660,0,0,0,1,0
270670,1,1,1,1,0
270680,1,0,0,1,0
270690,1,0,0,0,0
270700,0,0,0,0,0
270710,1,0,0,1,0
270720,0,0,0,1,0
270730,0,0,0,1,1
270740,0,0,0,0,0
270750,0,0,0,0,0
270760,1,0,0,1,0
270770,0,0,0,0,0
270780,0,0,0,0,0
270790,1,0,0,0,0
270800,1,1,1,1,0
270810,0,0,0,0,0
270820,0,0,0,0,0
270830,1,0,1,1,0
270840,1,0,1,1,0
270850,1,0,0,0,0
270860,0,0,1,1,0
270870,0,0,0,0,0
270880,1,0,1,1,0
270890,1,0,0,0,0
270895,0,0,0,0,0
270900,0,0,0,1,0
270910,0,0,0,1,0
270915,1,0,1,1,0
270920,1,0,0,1,0
270930,1,0,1,1,0
270940,1,1,0,1,0
280010,0,0,0,0,0
280020,0,0,0,1,0
280030,1,1,1,1,1
280040,0,0,0,0,0
280050,1,0,1,0,0
280060,1,1,1,1,0
280067,1,0,1,1,0
280070,0,0,0,0,0
280100,0,0,0,0,0
280110,0,0,0,0,0
280120,1,0,1,1,0
280130,1,0,0,0,0
280140,1,0,0,0,0
280150,1,1,1,0,0
280160,0,0,0,0,0
280170,1,0,0,1,0
280190,0,0,0,0,0
280200,0,0,0,0,0
280210,1,1,1,1,0
280220,0,0,0,1,0
280230,0,1,0,0,0
280240,0,0,0,0,0
280250,0,0,0,0,0
280260,0,0,0,0,0
280270,1,0,0,0,0
280280,1,0,0,0,0
280290,1,1,0,1,0
280300,1,0,0,0,0
280310,0,0,0,1,0
280320,1,0,0,0,0
280330,0,0,0,1,0
280340,0,0,0,1,0
280350,1,1,0,1,0
280360,0,0,0,0,0
280370,0,0,0,0,0
280380,1,0,0,0,0
280390,0,0,0,0,0
280400,0,0,0,1,0
280410,1,0,0,1,0
280420,1,0,0,0,0
280430,0,0,0,0,0
280440,0,0,1,0,0
280445,0,0,0,0,0
280450,1,0,1,1,0
280460,1,0,0,0,0
280470,1,0,0,0,0
280480,0,0,0,0,0
280490,0,0,0,0,0
280500,1,0,0,0,0
280510,1,0,0,0,0
280520,0,0,0,0,0
280530,0,0,1,0,0
280540,0,0,0,0,0
280550,0,0,0,1,0
280560,1,0,0,0,0
280570,1,0,1,1,0
280580,1,0,0,0,0
280590,0,0,0,0,0
280600,1,0,0,0,0
280610,0,0,0,1,0
280620,0,0,0,0,0
280630,1,0,0,0,0
280640,0,0,0,0,0
280650,0,0,0,0,0
280660,1,1,1,1,0
280670,1,0,0,1,0
280680,1,0,0,1,0
280690,1,0,0,0,0
280700,0,0,0,0,0
280710,1,1,1,1,0
280720,0,0,0,1,0
280730,0,0,0,0,0
280740,1,1,1,1,0
280750,0,0,0,1,0
280760,1,1,0,0,0
290010,1,0,0,1,0
290020,1,0,1,0,0
290030,1,0,0,1,0
290035,1,0,0,1,0
290040,1,0,0,1,0
290050,0,0,0,1,1
290060,0,0,0,0,0
290070,1,1,1,1,0
290080,1,0,0,0,0
290090,1,0,0,0,0
290100,0,0,1,1,0
290110,1,0,1,1,0
290115,1,0,0,0,0
290120,1,0,1,1,0
290130,1,0,0,0,0
290135,0,0,0,0,0
290140,1,0,1,1,0
290150,0,0,0,0,0
290160,1,0,0,1,0
290170,1,0,0,0,0
290180,0,0,0,0,0
290190,1,0,0,0,0
290195,1,0,0,0,0
290200,1,0,1,0,0
290205,1,0,0,1,0
290210,1,0,0,1,0
290220,1,0,0,1,0
290225,1,0,0,0,0
290230,0,0,0,1,0
290240,1,1,1,1,0
290250,1,0,0,1,0
290260,1,0,1,1,0
290265,1,0,0,0,0
290270,1,0,1,1,0
290280,1,0,0,1,0
290290,1,0,0,1,0
290300,0,0,1,1,0
290310,0,0,0,1,0
290320,1,1,1,1,1
290323,0,0,0,0,0
290327,1,0,0,0,0
290330,1,0,0,1,0
290340,1,0,1,1,0
290350,1,0,1,1,0
290360,1,0,0,1,0
290370,1,0,0,0,0
290380,1,1,0,1,0
290390,1,1,1,0,0
290395,1,0,0,0,0
290400,1,0,0,1,0
290405,1,0,0,0,0
290410,1,0,0,1,0
290420,1,0,0,1,0
290430,1,0,0,1,0
290440,1,0,0,1,0
290450,0,0,0,1,0
290460,1,0,1,1,0
290470,1,0,0,1,0
290475,1,0,0,0,0
290480,1,0,0,1,0
290485,1,0,0,0,0
290490,1,0,1,1,0
290500,1,1,1,1,0
290510,1,0,0,0,0
290515,1,0,0,0,0
290520,1,1,1,0,0
290530,1,0,0,0,0
290540,1,0,0,1,1
290550,1,0,0,0,0
290560,1,0,1,1,0
290570,0,1,1,1,0
290580,1,0,0,0,0
290590,0,0,0,0,0
290600,1,0,1,1,0
290610,1,0,1,0,0
290620,0,0,0,0,0
290630,1,1,1,0,0
290640,1,0,0,0,0
290650,0,0,1,1,0
290660,1,0,0,1,0
290670,1,0,0,1,1
290680,1,0,1,1,0
290682,1,0,0,1,0
290685,1,0,0,0,0
290687,1,0,0,1,0
290689,0,0,0,1,0
290690,1,0,1,0,0
290700,0,0,0,0,0
290710,1,0,1,1,0
290720,0,0,1,1,0
290730,1,0,1,1,0
290740,1,0,0,0,0
290750,1,0,1,1,0
290755,1,0,0,0,0
290760,1,0,0,1,0
290770,0,0,0,1,0
290780,1,1,0,1,0
290790,1,0,0,1,0
290800,1,0,1,0,0
290810,1,0,1,1,0
290820,1,0,0,1,0
290830,0,0,0,1,0
290840,1,1,0,1,0
290850,1,0,0,1,0
290860,1,0,1,1,0
290870,1,0,0,1,0
290880,1,0,0,0,0
290890,1,0,1,1,0
290900,0,0,0,1,0
290910,1,0,0,1,0
290920,1,0,1,1,1
290930,1,1,1,0,0
290940,1,0,1,1,0
290950,1,0,0,1,0
290960,1,0,0,1,0
290970,0,0,1,1,0
290980,0,1,1,1,0
290990,1,0,1,1,0
291000,1,0,0,1,0
291005,1,0,1,0,0
291010,0,0,0,1,0
291020,0,0,0,0,0
291030,0,0,0,0,0
291040,1,0,1,1,1
291050,1,0,0,1,0
291060,1,0,1,1,0
291070,1,1,1,1,0
291072,1,1,1,1,1
291075,1,0,1,0,0
291077,1,0,0,0,0
291080,1,1,1,1,1
291085,1,0,0,1,0
291090,1,0,0,0,0
291100,1,0,0,0,0
291110,0,0,1,1,0
291120,1,0,1,1,0
291125,0,0,0,0,0
291130,1,0,0,1,0
291140,0,0,0,0,0
291150,1,0,0,0,0
291160,1,0,0,1,0
291165,1,0,0,0,0
291170,1,1,1,1,0
291180,1,0,0,1,0
291185,0,0,0,1,0
291190,1,0,1,1,0
291200,1,0,1,0,0
291210,1,0,0,0,0
291220,1,0,1,1,0
291230,0,0,0,1,0
291240,0,0,1,0,0
291250,1,0,0,0,1
291260,1,0,0,0,0
291270,0,0,0,0,0
291280,0,0,0,0,0
291290,1,0,1,1,0
291300,1,0,1,0,0
291310,0,0,0,1,0
291320,1,0,1,0,0
291330,1,0,0,1,0
291340,1,1,1,0,0
291345,1,0,0,0,0
291350,1,0,0,1,0
291360,1,1,1,1,0
291370,1,0,0,1,0
291380,1,0,0,0,0
291390,1,1,1,1,0
291400,1,1,1,0,0
291410,0,0,0,1,0
291420,0,0,0,0,0
291430,0,0,0,1,0
291440,1,0,0,1,0
291450,1,0,0,1,0
291460,1,1,1,1,0
291465,1,0,1,1,1
291470,1,1,1,1,0
291480,1,1,1,1,1
291490,1,0,0,1,0
291500,1,0,0,0,0
291510,1,0,0,1,0
291520,0,0,0,1,0
291530,0,0,0,0,1
291535,0,0,0,0,0
291540,0,0,0,0,0
291550,1,0,0,1,0
291560,1,1,1,1,0
291570,1,0,0,1,1
291580,1,0,0,1,0
291590,0,0,0,0,0
291600,1,0,1,0,1
291610,0,0,1,1,0
291620,0,0,0,0,0
291630,1,0,0,1,0
291640,1,1,1,1,0
291650,1,0,1,0,0
291660,1,0,0,1,0
291670,0,0,0,0,0
291680,1,0,1,1,0
291685,0,0,1,1,0
291690,1,0,0,1,0
291700,0,0,1,0,0
291710,1,0,1,1,0
291720,1,0,1,0,0
291730,1,0,1,0,0
291733,1,0,0,1,0
291735,0,0,0,1,0
291740,1,0,0,0,0
291750,1,1,1,0,0
291760,1,0,0,1,0
291770,1,0,1,0,0
291780,1,0,0,1,0
291790,0,0,0,0,0
291800,1,1,1,1,0
291810,1,1,1,1,0
291820,0,0,0,1,0
291830,1,0,1,1,0
291835,0,0,0,1,0
291840,1,1,1,1,1
291845,1,0,0,1,0
291850,0,0,0,1,0
291855,1,0,0,1,0
291860,1,0,0,1,0
291870,1,0,0,1,0
291875,1,0,0,1,0
291880,1,0,1,0,0
291890,1,0,0,0,0
291900,0,0,0,0,0
291905,1,0,0,1,0
291910,1,0,0,0,0
291915,0,0,1,1,0
291920,0,0,1,1,1
291930,1,0,0,1,0
291940,1,0,0,0,0
291950,1,0,1,1,0
291955,1,0,0,1,0
291960,1,0,1,1,0
291970,1,0,1,1,0
291980,1,0,1,1,0
291990,1,0,0,0,0
291992,0,0,1,0,0
291995,1,0,0,1,0
292000,1,0,0,1,0
292010,1,0,1,1,1
292020,1,0,0,0,0
292030,1,0,0,1,0
292040,0,0,1,1,0
292045,1,0,1,0,0
292050,1,0,0,1,0
292060,1,0,0,0,0
292070,1,0,0,1,0
292080,1,0,0,1,0
292090,1,0,0,1,0
292100,1,0,1,1,0
292105,1,0,0,1,0
292110,1,0,1,1,1
292120,1,0,0,1,0
292130,1,0,0,1,0
292140,1,0,0,1,0
292145,0,0,0,1,0
292150,1,1,1,0,0
292160,1,0,0,1,0
292170,1,0,1,1,0
292180,0,0,0,1,0
292190,1,1,0,0,0
292200,1,0,1,0,0
292205,1,0,0,0,0
292210,1,0,0,1,0
292220,1,0,0,1,0
292225,1,0,0,0,0
292230,1,1,1,1,0
292240,1,0,1,0,0
292250,1,0,1,1,0
292260,1,0,0,1,1
292265,1,0,0,1,0
292270,1,0,0,1,0
292273,1,0,0,1,0
292275,0,0,0,1,0
292280,1,0,0,0,0
292285,1,0,0,0,0
292290,1,0,0,0,0
292300,1,0,1,1,0
292303,1,0,0,0,0
292305,1,0,0,0,0
292310,1,0,0,0,0
292320,1,0,1,1,0
292330,1,0,0,1,0
292335,1,0,0,1,0
292340,0,0,0,1,0
292350,1,0,0,1,0
292360,0,0,0,0,0
292370,1,1,0,0,0
292380,1,0,1,0,0
292390,1,0,0,0,0
292400,1,1,1,1,0
292405,1,0,0,1,0
292410,1,0,0,0,0
292420,0,0,0,0,0
292430,1,0,0,0,0
292440,1,0,0,1,0
292450,1,0,0,0,0
292460,1,0,1,1,0
292465,1,0,0,1,0
292467,1,0,0,0,0
292470,1,0,0,1,0
292480,1,0,1,1,0
292490,1,0,0,0,0
292500,1,0,0,1,0
292510,1,1,0,1,0
292520,0,0,1,1,0
292525,1,0,0,1,0
292530,1,1,1,1,0
292540,1,0,0,1,0
292550,1,0,0,1,0
292560,0,0,1,0,0
292570,1,0,0,1,0
292575,1,0,0,0,0
